"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"1548",1502,18,8,"other","yes","yes",32,"yes","yes","public","no","yes",17,"yes","yes",14,9,"5",53,132,"both","yes"
"1549",962,15,12,"other","yes","no",33,"yes","yes","public","no","no",15,"yes","yes",12,14,"2",45,110,"both","yes"
"1550",230,15,9,"afam","yes","yes",30,"yes","yes","public","no","no",14,"yes","yes",14,18,"1",32,90,"both","yes"
"1551",750,18,5,"afam","yes","yes",29,"yes","yes","public","no","yes",14,"yes","yes",14,18,"1",28,96,"both","yes"
"1552",225,15,5,"afam","yes","yes",26,"yes","yes","public","no","yes",10,"yes","yes",12,12,"3",29,83,"both","no"
"1553",331,13,7,"afam","yes","yes",26,"yes","yes","public","no","yes",10,"yes","yes",12,10.25,"5",32,86,"other","yes"
"1554",397,11,9,"afam","yes","yes",26,"yes","yes","public","no","yes",8,"yes","yes",9.9399995803833,10.25,"9",28,NA,"other","no"
"1555",750,10,18,"other","yes","yes",34,"yes","yes","public","no","yes",9,"yes","yes",10,10.25,"9",45,94,"both","yes"
"1556",450,12,7,"other","yes","yes",25,"yes","yes","public","no","yes",9,"yes","yes",8,12,"6",20,86,"both","yes"
"1557",865,13,6,"afam","yes","yes",25,"yes","yes","public","no","yes",10,"yes","yes",9,7,"8",40,110,"both","yes"
"1558",535,8,10,"other","yes","yes",24,"yes","yes","public","no","no",7,"yes","yes",9,10,"7",31,NA,"both","yes"
"1559",846,16,5,"other","yes","no",27,"yes","yes","public","no","yes",12,"yes","yes",12,8,"5",29,114,"both","yes"
"1560",759,16,4,"other","yes","no",26,"yes","yes","public","no","no",10,"yes","yes",12,8,"5",39,130,"both","yes"
"1561",600,16,2,"other","yes","yes",24,"yes","yes","public","no","no",9,"yes","yes",12,8,"5",40,119,"both","yes"
"1562",1030,12,16,"other","yes","yes",34,"yes","yes","public","no","yes",12,"yes","yes",8,10.25,"9",26,94,"both","yes"
"1563",876,14,12,"other","yes","yes",32,"yes","yes","public","no","yes",12,"yes","yes",10,8,"8",52,125,"both","yes"
"1564",568,12,14,"other","yes","yes",32,"yes","yes","public","no","yes",10,"yes","yes",9.9399995803833,10.25,"9",44,100,"other","no"
"1565",533,16,3,"other","yes","yes",25,"yes","yes","public","no","no",10,"yes","yes",14,14,"1",27,108,"both","yes"
"1566",481,12,7,"other","yes","yes",25,"yes","yes","public","no","yes",8,"yes","yes",10,8,"8",38,NA,"step","yes"
"1567",604,12,10,"afam","yes","yes",28,"yes","yes","public","yes","yes",11,"yes","yes",9.9399995803833,11,"9",39,83,"singlemom","yes"
"1568",657,12,9,"other","yes","yes",27,"yes","yes","public","no","yes",12,"yes","yes",12,12,"3",32,86,"step","yes"
"1569",625,12,13,"other","yes","yes",31,"yes","yes","public","no","yes",11,"yes","yes",9.9399995803833,12,"4",36,101,"both","no"
"1570",280,12,11,"afam","yes","yes",29,"yes","yes","public","no","yes",9,"yes","yes",9.9399995803833,10,"9",16,70,"both","yes"
"1571",500,10,12,"other","yes","yes",28,"yes","yes","public","no","yes",10,"yes","yes",8,7,"8",27,75,"both","no"
"1572",535,12,8,"other","yes","yes",26,"yes","yes","public","yes","yes",10,"yes","yes",8,7,"8",24,105,"both","no"
"1573",818,10,10,"other","yes","yes",26,"yes","yes","public","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",28,85,"both","no"
"1574",624,10,18,"other","yes","yes",34,"yes","yes","public","no","yes",8,"yes","yes",9.9399995803833,10.25,"9",33,NA,"both","no"
"1575",604,10,12,"other","yes","yes",28,"yes","yes","public","no","yes",10,"yes","yes",9.9399995803833,9,"9",36,89,"singlemom","no"
"1576",505,12,13,"other","yes","no",31,"yes","yes","public","no","yes",10,"yes","yes",12,12,"3",25,80,"both","yes"
"1577",750,12,12,"other","yes","no",30,"yes","yes","public","no","yes",12,"yes","yes",12,12,"3",20,72,"both","no"
"1578",721,12,14,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","yes",11,8,"8",43,NA,"both","yes"
"1579",674,18,8,"other","yes","no",32,"yes","yes","public","no","yes",17,"yes","yes",12,12,"3",56,115,"both","yes"
"1580",913,16,11,"other","yes","yes",33,"yes","yes","public","no","yes",16,"yes","yes",17,12,"2",48,115,"both","yes"
"1581",879,17,7,"afam","yes","yes",30,"yes","yes","public","yes","yes",12,"no","yes",18,18,"1",40,102,"both","yes"
"1582",427,12,8,"afam","yes","yes",26,"yes","yes","public","yes","yes",10,"yes","yes",8,13,"6",27,NA,"step","yes"
"1583",792,8,10,"afam","yes","yes",24,"yes","yes","public","no","yes",6,"yes","yes",12,12,"3",29,NA,"both","yes"
"1584",327,14,9,"afam","yes","yes",29,"yes","yes","public","yes","no",13,"yes","yes",10,10,"7",44,99,"both","yes"
"1585",313,10,14,"afam","yes","yes",30,"yes","yes","public","no","no",10,"yes","yes",9.9399995803833,10.25,"9",39,NA,"other","no"
"1586",786,16,12,"afam","yes","no",34,"yes","yes","public","no","yes",12,"yes","yes",14,12,"2",34,NA,"both","yes"
"1587",337,18,7,"other","yes","no",31,"yes","yes","public","no","yes",17,"yes","yes",14,12,"2",40,107,"both","yes"
"1588",385,10,14,"afam","yes","yes",30,"yes","yes","public","no","no",10,"yes","yes",9.9399995803833,4,"9",27,66,"singlemom","yes"
"1589",529,16,5,"afam","yes","yes",27,"yes","yes","public","no","no",12,"yes","yes",8,8,"8",47,108,"both","yes"
"1590",429,10,17,"afam","no","yes",33,"yes","yes","public","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",37,NA,"other","no"
"1591",984,12,9,"other","no","no",27,"yes","yes","public","no","no",12,"yes","yes",7,7,"8",36,94,"both","no"
"1592",817,12,16,"other","yes","yes",34,"yes","yes","public","no","no",12,"yes","yes",3,8,"8",27,93,"both","no"
"1593",745,14,12,"afam","yes","yes",32,"yes","yes","public","no","yes",13,"yes","yes",7,8,"8",NA,NA,"both","no"
"1594",345,10,8,"afam","yes","yes",24,"yes","yes","public","no","no",6,"yes","yes",4,0,"8",31,NA,"both","yes"
"1595",554,14,14,"afam","yes","yes",34,"yes","yes","public","yes","yes",14,"yes","yes",9.9399995803833,12,"4",43,NA,"both","yes"
"1596",263,13,5,"afam","yes","yes",24,"yes","yes","public","no","no",9,"yes","yes",6,12,"6",28,85,"both","yes"
"1597",745,18,8,"afam","yes","yes",32,"yes","yes","public","no","yes",14,"yes","yes",16,16,"1",40,99,"both","no"
"1598",673,17,6,"afam","yes","yes",29,"yes","yes","public","no","no",12,"no","yes",13,13,"1",42,NA,"both","yes"
"1599",721,17,9,"afam","yes","yes",32,"yes","yes","public","no","no",17,"yes","yes",14,13,"1",36,86,"both","yes"
"1600",438,13,11,"afam","yes","yes",30,"yes","yes","public","no","yes",12,"yes","yes",9.9399995803833,11,"9",34,NA,"singlemom","yes"
"1601",545,12,8,"afam","yes","yes",26,"no","yes","none","no","yes",11,"yes","yes",9.9399995803833,12,"4",32,95,"singlemom","yes"
"1602",250,14,5,"afam","yes","yes",25,"no","yes","none","no","no",9,"yes","yes",9.9399995803833,12,"4",NA,114,"singlemom","yes"
"1603",624,14,7,"afam","yes","yes",27,"no","yes","none","no","no",11,"yes","yes",9.9399995803833,11,"9",NA,74,"singlemom","yes"
"1604",400,13,10,"other","yes","yes",29,"no","yes","none","no","no",12,"yes","yes",8,10,"8",36,NA,"both","yes"
"1605",577,16,7,"other","yes","yes",29,"no","yes","none","no","yes",13,"yes","yes",16,16,"1",46,128,"both","yes"
"1606",813,16,3,"afam","yes","yes",25,"no","yes","none","no","no",10,"yes","yes",18,18,"1",37,111,"both","yes"
"1607",625,12,16,"afam","yes","yes",34,"no","yes","none","no","no",12,"yes","yes",12,11,"5",38,101,"both","yes"
"1608",485,14,6,"afam","yes","yes",26,"no","yes","none","no","no",11,"yes","yes",12,11,"5",43,111,"both","yes"
"1609",841,16,6,"other","yes","yes",28,"no","yes","none","no","no",13,"yes","yes",10,12,"6",42,92,"both","yes"
"1610",865,16,5,"other","yes","yes",27,"no","yes","none","no","yes",12,"yes","yes",10,12,"6",41,100,"both","yes"
"1611",325,16,4,"other","yes","yes",26,"no","yes","none","no","yes",11,"yes","yes",14,12,"2",48,123,"both","yes"
"1612",477,14,6,"afam","yes","yes",26,"no","yes","none","no","yes",9,"yes","yes",9,10,"7",22,69,"both","yes"
"1613",250,16,3,"afam","yes","yes",25,"no","yes","none","no","yes",9,"yes","yes",9,10,"7",30,79,"both","yes"
"1614",500,12,6,"other","yes","yes",24,"no","yes","none","no","no",9,"yes","yes",10,9,"7",30,NA,"both","yes"
"1615",515,13,6,"other","yes","yes",25,"no","no","none","yes","no",9,"yes","yes",8,10,"8",31,106,"both","yes"
"1616",256,18,4,"other","yes","yes",28,"no","no","none","no","no",12,"yes","yes",9.9399995803833,5,"9",27,106,"singlemom","yes"
"1617",718,13,5,"other","yes","yes",24,"no","no","none","no","no",9,"yes","yes",9.9399995803833,5,"9",40,115,"singlemom","yes"
"1618",796,18,6,"other","yes","no",30,"no","no","none","no","yes",15,"no","yes",17,13,"1",42,NA,"both","yes"
"1619",750,12,7,"other","yes","yes",25,"no","no","none","no","yes",10,"yes","yes",10,12,"6",31,108,"both","no"
"1620",419,12,6,"afam","yes","yes",24,"no","no","none","no","no",8,"yes","yes",10,11,"7",26,NA,"both","no"
"1621",431,12,8,"afam","yes","yes",26,"no","no","none","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",22,69,"other","no"
"1622",425,12,7,"afam","yes","no",25,"no","no","none","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",27,86,"both","no"
"1623",220,12,13,"afam","yes","yes",31,"no","no","none","no","no",12,"yes","yes",10,11,"7",29,76,"both","yes"
"1624",685,13,10,"afam","yes","yes",29,"no","no","none","yes","yes",13,"yes","yes",9,9,"7",40,115,"both","yes"
"1625",500,15,13,"other","yes","yes",34,"no","no","none","no","yes",15,"yes","yes",14,12,"2",44,104,"both","no"
"1626",551,16,4,"other","yes","yes",26,"no","no","none","no","no",11,"yes","yes",10,12,"6",37,115,"both","no"
"1627",700,11,8,"other","yes","yes",25,"no","no","none","no","yes",9,"yes","yes",12,12,"3",26,93,"both","no"
"1628",707,12,14,"other","yes","yes",32,"yes","no","public","no","yes",12,"yes","yes",8,8,"8",39,91,"both","yes"
"1629",523,17,5,"other","yes","yes",28,"yes","yes","private","no","yes",13,"yes","yes",18,14,"1",38,125,"both","yes"
"1630",433,12,6,"other","yes","yes",24,"yes","yes","private","no","yes",7,"yes","yes",0,3,"8",26,NA,"both","no"
"1631",462,14,5,"other","yes","yes",25,"yes","yes","private","yes","yes",9,"yes","yes",5,4,"8",22,89,"both","yes"
"1632",397,12,6,"other","yes","yes",24,"yes","yes","private","no","yes",7,"yes","yes",5,4,"8",16,NA,"both","yes"
"1633",400,15,5,"other","yes","yes",26,"yes","yes","private","yes","yes",10,"yes","yes",9,5,"8",26,92,"both","yes"
"1634",872,18,4,"other","yes","no",28,"yes","yes","private","no","no",12,"yes","yes",14,8,"5",28,127,"both","yes"
"1635",378,12,8,"other","yes","yes",26,"yes","yes","private","no","yes",9,"yes","yes",7,10,"8",38,80,"both","yes"
"1636",364,12,9,"other","yes","yes",27,"yes","yes","private","no","yes",11,"yes","yes",5,8,"8",24,NA,"both","yes"
"1637",962,15,10,"other","yes","yes",31,"yes","yes","private","no","yes",14,"yes","yes",12,10,"5",44,NA,"both","yes"
"1638",801,15,9,"other","yes","yes",30,"yes","yes","private","no","no",13,"yes","yes",12,15,"2",36,112,"both","yes"
"1639",400,5,21,"other","yes","yes",32,"yes","yes","private","no","yes",4,"yes","yes",0,4,"8",12,NA,"both","no"
"1640",540,13,10,"afam","yes","yes",29,"yes","yes","private","no","no",11,"yes","yes",9.9399995803833,12,"4",29,NA,"other","no"
"1641",450,10,14,"other","yes","yes",30,"yes","yes","private","no","yes",10,"yes","yes",9,9,"7",35,90,"both","no"
"1642",438,15,6,"afam","yes","yes",27,"yes","yes","private","no","no",12,"yes","yes",9.9399995803833,16,"4",34,NA,"singlemom","yes"
"1643",360,12,8,"afam","yes","yes",26,"yes","yes","private","no","no",9,"yes","yes",4,9,"8",23,84,"both","no"
"1644",529,12,9,"other","yes","yes",27,"yes","no","public","no","yes",11,"yes","yes",12,12,"3",30,NA,"step","no"
"1645",721,12,8,"afam","yes","yes",26,"yes","no","public","no","yes",11,"yes","yes",9.9399995803833,10.25,"9",43,120,"singlemom","no"
"1646",345,2,23,"other","yes","yes",31,"yes","no","public","no","no",2,"yes","yes",9.9399995803833,10,"9",31,NA,"singlemom","no"
"1647",1052,11,10,"other","yes","no",27,"yes","no","public","no","yes",10,"yes","yes",9.9399995803833,10.25,"9",41,NA,"both","yes"
"1648",726,16,6,"other","yes","yes",28,"yes","no","public","no","no",12,"yes","yes",16,10.25,"5",44,106,"both","no"
"1649",543,12,15,"afam","yes","no",33,"yes","no","private","no","no",12,"yes","yes",9.9399995803833,10.25,"9",24,76,"other","no"
"1650",1202,16,11,"other","yes","no",33,"yes","no","private","no","yes",16,"yes","yes",8,6,"8",48,115,"both","no"
"1651",400,16,2,"other","yes","yes",24,"yes","no","private","no","yes",8,"yes","yes",9.9399995803833,12,"4",33,NA,"singlemom","no"
"1652",375,9,17,"afam","yes","yes",32,"yes","no","private","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",32,89,"both","no"
"1653",281,11,13,"afam","yes","yes",30,"yes","yes","private","no","yes",11,"yes","yes",9.9399995803833,10.25,"9",29,NA,"other","no"
"1654",127,12,6,"afam","yes","yes",24,"yes","yes","private","no","no",7,"yes","yes",9.9399995803833,10,"9",24,NA,"singlemom","no"
"1655",1393,12,14,"afam","yes","no",32,"yes","yes","private","no","no",12,"yes","yes",9.9399995803833,7,"9",39,102,"singlemom","yes"
"1656",649,12,12,"other","no","yes",30,"yes","yes","private","no","yes",12,"yes","yes",10,9,"7",47,104,"both","yes"
"1657",420,16,9,"other","yes","yes",31,"yes","yes","private","no","no",14,"yes","yes",11,8,"8",37,NA,"both","no"
"1658",455,16,5,"other","yes","yes",27,"yes","yes","private","no","yes",12,"yes","yes",11,8,"8",40,122,"both","no"
"1659",661,12,7,"afam","yes","yes",25,"yes","yes","private","no","yes",9,"yes","yes",9,6,"8",23,107,"both","no"
"1660",380,12,6,"other","no","yes",24,"yes","no","private","no","yes",8,"yes","yes",12,8,"5",30,NA,"both","no"
"1661",315,10,18,"afam","yes","yes",34,"yes","no","private","no","no",9,"yes","yes",9.9399995803833,10.25,"9",26,NA,"other","no"
"1662",452,14,4,"other","yes","yes",24,"yes","no","private","no","yes",9,"yes","yes",9.9399995803833,10.25,"9",41,NA,"both","yes"
"1663",625,12,10,"other","yes","yes",28,"yes","no","private","no","yes",12,"yes","yes",12,12,"3",42,100,"both","yes"
"1664",601,14,4,"other","yes","yes",24,"yes","no","private","yes","no",8,"yes","yes",8,10.25,"9",30,NA,"both","yes"
"1665",499,13,8,"other","yes","yes",27,"yes","no","private","no","yes",11,"yes","yes",7,12,"6",32,100,"both","yes"
"1666",693,8,17,"other","yes","yes",31,"no","no","none","no","yes",8,"yes","yes",8,10,"8",24,NA,"both","no"
"1667",535,18,8,"other","no","yes",32,"yes","no","public","no","yes",14,"no","yes",15,15,"1",40,129,"both","yes"
"1668",465,7,13,"other","yes","no",26,"yes","no","public","no","yes",6,"no","yes",1,8,"8",24,NA,"singlemom","no"
"1669",400,12,6,"other","no","yes",24,"yes","no","public","no","yes",8,"no","yes",9.9399995803833,9,"9",32,NA,"singlemom","yes"
"1670",368,18,3,"other","no","yes",27,"yes","no","public","no","yes",12,"no","yes",17,16,"1",40,129,"both","yes"
"1671",700,8,11,"other","no","yes",25,"yes","no","public","no","yes",8,"no","yes",4,5,"8",22,NA,"step","yes"
"1672",962,16,9,"other","yes","no",31,"yes","no","public","no","yes",16,"no","yes",16,12,"2",39,112,"both","no"
"1673",365,6,12,"other","no","yes",24,"yes","no","public","no","yes",6,"no","yes",9.9399995803833,8,"9",13,NA,"singlemom","yes"
"1674",475,9,18,"other","no","yes",33,"yes","no","public","no","no",7,"no","yes",7,3,"8",35,NA,"singlemom","no"
"1675",200,12,6,"other","no","yes",24,"yes","no","public","no","yes",7,"no","yes",7,3,"8",15,NA,"singlemom","no"
"1676",600,9,9,"afam","yes","no",24,"yes","no","public","no","yes",7,"no","yes",9.9399995803833,10.25,"9",23,NA,"other","yes"
"1677",505,12,9,"afam","yes","no",27,"yes","no","public","no","no",11,"no","yes",8,10.25,"9",17,76,"other","yes"
"1678",577,16,9,"afam","yes","yes",31,"yes","no","public","no","yes",15,"no","yes",12,12,"3",36,82,"both","yes"
"1679",457,12,6,"afam","no","yes",24,"yes","no","public","no","no",8,"no","yes",6,12,"6",20,NA,"both","yes"
"1680",750,12,16,"other","yes","yes",34,"yes","no","public","no","no",12,"no","yes",9.9399995803833,10.25,"9",45,97,"other","yes"
"1681",577,11,15,"other","no","yes",32,"yes","no","public","no","yes",11,"no","yes",2,11,"8",38,98,"both","yes"
"1682",289,15,3,"other","yes","yes",24,"yes","no","public","yes","no",9,"yes","yes",17,16,"1",34,124,"both","yes"
"1683",224,12,7,"afam","yes","yes",25,"yes","no","public","no","yes",8,"yes","yes",15,9,"5",31,NA,"both","no"
"1684",363,10,8,"afam","yes","yes",24,"yes","no","public","no","no",5,"yes","yes",15,9,"5",NA,NA,"step","no"
"1685",229,10,10,"afam","yes","yes",26,"yes","no","public","no","no",7,"yes","yes",9.9399995803833,8,"9",25,NA,"singlemom","no"
"1686",234,9,11,"afam","yes","yes",26,"yes","no","public","no","no",9,"yes","yes",2,9,"8",20,81,"both","no"
"1687",465,14,4,"afam","yes","yes",24,"yes","no","public","no","yes",5,"yes","yes",9.9399995803833,7,"9",NA,NA,"both","no"
"1688",2083,16,5,"other","yes","yes",27,"yes","no","public","no","no",11,"yes","yes",9.9399995803833,10.25,"9",34,60,"singlemom","yes"
"1689",427,15,10,"afam","yes","yes",31,"yes","no","public","yes","yes",14,"yes","yes",12,12,"3",44,NA,"both","yes"
"1690",678,12,15,"other","yes","yes",33,"yes","no","public","yes","no",12,"yes","yes",8,9,"8",44,100,"both","yes"
"1691",313,13,8,"other","no","yes",27,"yes","no","public","yes","no",10,"no","yes",18,16,"1",30,84,"both","yes"
"1692",601,18,4,"other","yes","yes",28,"yes","no","public","no","yes",12,"yes","yes",7,12,"6",45,132,"both","no"
"1693",500,10,17,"other","yes","yes",33,"yes","no","public","no","yes",10,"yes","yes",6,12,"6",35,96,"both","no"
"1694",375,12,10,"other","yes","yes",28,"yes","no","public","no","no",12,"yes","yes",6,12,"6",35,100,"both","no"
"1695",550,12,16,"afam","yes","yes",34,"yes","no","public","no","yes",12,"yes","yes",2,6,"8",30,109,"both","no"
"1696",702,17,5,"afam","yes","no",28,"yes","no","private","yes","yes",12,"no","yes",9.9399995803833,12,"4",41,NA,"singlemom","yes"
"1697",625,16,11,"afam","yes","yes",33,"yes","no","private","no","yes",15,"yes","yes",9.9399995803833,14,"4",34,84,"singlemom","yes"
"1698",423,14,14,"afam","yes","yes",34,"yes","no","private","no","yes",11,"yes","yes",9.9399995803833,6,"9",31,90,"singlemom","no"
"1699",355,11,11,"afam","yes","yes",28,"yes","no","private","no","yes",11,"yes","yes",9.9399995803833,8,"9",28,NA,"singlemom","no"
"1700",519,12,8,"other","yes","yes",26,"yes","no","private","no","no",10,"yes","yes",9,12,"6",30,98,"both","yes"
"1701",359,14,4,"other","yes","yes",24,"yes","no","private","no","yes",9,"yes","yes",9,12,"6",40,120,"both","yes"
"1702",349,11,10,"afam","yes","yes",27,"yes","no","private","no","yes",9,"yes","yes",9.9399995803833,7,"9",26,63,"singlemom","no"
"1703",293,12,13,"afam","yes","yes",31,"yes","no","private","no","yes",12,"yes","yes",6,5,"8",29,NA,"both","no"
"1704",443,18,4,"afam","yes","yes",28,"yes","no","private","no","yes",11,"yes","yes",9.9399995803833,5,"9",40,100,"singlemom","yes"
"1705",270,6,22,"afam","yes","yes",34,"yes","no","private","no","yes",6,"yes","yes",6,6,"8",20,NA,"both","no"
"1706",385,14,8,"other","yes","yes",28,"yes","no","private","no","yes",12,"no","yes",16,13,"1",36,110,"both","yes"
"1707",438,12,9,"other","yes","yes",27,"yes","no","private","no","yes",10,"yes","yes",9.9399995803833,12,"4",43,83,"both","no"
"1708",417,11,13,"other","yes","yes",30,"yes","no","private","no","yes",11,"yes","yes",9.9399995803833,10.25,"9",38,88,"other","yes"
"1709",481,11,14,"other","yes","yes",31,"yes","no","private","no","yes",11,"yes","yes",6,10.25,"9",41,98,"other","no"
"1710",596,16,8,"other","yes","yes",30,"yes","no","private","yes","yes",15,"no","yes",16,12,"2",49,113,"both","yes"
"1711",600,12,10,"afam","yes","yes",28,"yes","no","private","no","yes",11,"yes","yes",3,8,"8",22,103,"both","no"
"1712",250,14,7,"afam","yes","yes",27,"yes","no","private","no","no",10,"yes","yes",9.9399995803833,9,"9",19,NA,"singlemom","no"
"1713",531,12,13,"afam","yes","yes",31,"yes","no","private","no","yes",12,"yes","yes",6,10,"8",18,97,"singlemom","no"
"1714",591,12,8,"afam","yes","yes",26,"yes","no","private","no","yes",9,"yes","yes",6,10,"8",17,NA,"both","no"
"1715",503,12,15,"afam","yes","no",33,"yes","no","private","no","yes",12,"yes","yes",9.9399995803833,10.25,"9",32,76,"both","no"
"1716",475,11,8,"afam","yes","no",25,"yes","no","private","no","yes",7,"yes","yes",9.9399995803833,9,"9",27,NA,"singlemom","no"
"1717",1374,16,9,"other","yes","yes",31,"yes","yes","public","no","no",15,"yes","yes",12,12,"3",44,126,"both","yes"
"1718",325,17,1,"other","yes","no",24,"yes","yes","public","yes","no",8,"yes","yes",17,12,"2",49,NA,"both","yes"
"1719",577,14,5,"other","yes","yes",25,"yes","yes","public","yes","yes",9,"yes","yes",6,12,"6",NA,108,"both","no"
"1720",702,12,7,"other","yes","no",25,"yes","yes","public","no","yes",9,"yes","yes",9.9399995803833,11,"9",44,127,"other","yes"
"1721",444,16,3,"other","yes","yes",25,"yes","yes","public","no","no",10,"yes","yes",16,14,"1",32,112,"both","yes"
"1722",560,13,8,"afam","yes","yes",27,"yes","yes","public","no","no",12,"yes","yes",12,12,"3",29,99,"both","yes"
"1723",962,13,13,"other","yes","yes",32,"yes","yes","public","no","yes",13,"yes","yes",8,8,"8",39,94,"both","yes"
"1724",310,12,8,"other","yes","yes",26,"yes","yes","public","no","no",9,"yes","yes",9.9399995803833,7,"9",28,NA,"singlemom","yes"
"1725",1269,17,10,"other","yes","yes",33,"yes","yes","public","yes","yes",15,"yes","yes",16,16,"1",48,127,"both","yes"
"1726",500,16,6,"other","yes","no",28,"yes","yes","public","no","no",12,"yes","yes",16,16,"1",48,97,"both","yes"
"1727",583,16,8,"other","yes","no",30,"yes","yes","public","yes","no",14,"no","yes",16,16,"1",52,114,"both","yes"
"1728",112,17,2,"other","yes","no",25,"yes","yes","public","yes","no",10,"yes","yes",16,16,"1",33,116,"both","yes"
"1729",673,14,13,"other","yes","no",33,"yes","yes","public","no","yes",13,"yes","yes",13,12,"2",45,125,"both","yes"
"1730",1923,17,6,"other","yes","yes",29,"yes","yes","public","yes","yes",13,"yes","yes",14,12,"2",43,104,"both","yes"
"1731",400,14,4,"afam","yes","yes",24,"yes","yes","public","no","no",8,"yes","yes",12,12,"3",27,NA,"both","yes"
"1732",460,12,7,"afam","yes","yes",25,"yes","yes","public","no","yes",10,"yes","yes",12,12,"3",27,99,"both","yes"
"1733",245,12,12,"afam","yes","yes",30,"yes","yes","public","no","no",12,"yes","yes",9.9399995803833,12,"4",NA,NA,"step","no"
"1734",315,16,5,"afam","yes","yes",27,"yes","yes","public","no","yes",11,"yes","yes",12,12,"3",44,127,"both","no"
"1735",641,14,6,"other","yes","yes",26,"yes","yes","public","no","yes",11,"yes","yes",8,10,"8",37,103,"both","yes"
"1736",750,12,7,"other","yes","yes",25,"yes","yes","public","no","yes",9,"yes","yes",8,10,"8",23,98,"both","yes"
"1737",308,17,2,"other","yes","no",25,"yes","yes","public","yes","yes",8,"yes","yes",18,18,"1",35,NA,"both","yes"
"1738",350,17,6,"other","yes","no",29,"yes","yes","public","yes","yes",14,"yes","yes",18,16,"1",42,137,"both","yes"
"1739",462,18,3,"other","yes","no",27,"yes","yes","public","no","no",11,"yes","yes",18,16,"1",32,137,"both","yes"
"1740",1154,15,13,"other","yes","no",34,"yes","yes","public","no","yes",13,"yes","yes",12,12,"3",51,103,"both","no"
"1741",1748,16,12,"other","yes","yes",34,"yes","yes","public","no","yes",16,"yes","yes",12,12,"3",44,111,"both","yes"
"1742",769,17,10,"other","yes","no",33,"yes","yes","public","no","yes",16,"yes","yes",15,12,"2",51,115,"both","yes"
"1743",730,15,8,"other","yes","no",29,"yes","no","public","no","yes",14,"no","yes",12,11,"5",42,109,"both","yes"
"1744",736,18,6,"other","no","yes",30,"yes","no","public","no","yes",15,"no","yes",13,17,"1",49,107,"both","yes"
"1745",500,16,3,"other","no","yes",25,"yes","no","public","no","yes",10,"no","yes",14,13,"1",34,128,"step","yes"
"1746",365,16,2,"other","no","yes",24,"yes","no","public","no","no",9,"no","yes",12,12,"3",36,123,"step","yes"
"1747",333,13,5,"other","yes","yes",24,"yes","no","public","yes","yes",9,"no","yes",3,3,"8",25,91,"both","yes"
"1748",721,12,15,"other","no","yes",33,"yes","no","public","no","yes",12,"no","yes",4,8,"8",40,NA,"both","no"
"1749",375,12,9,"other","no","yes",27,"yes","no","public","no","yes",11,"no","yes",3,3,"8",21,89,"both","yes"
"1750",250,12,8,"other","no","yes",26,"yes","no","public","no","yes",7,"no","yes",9,5,"8",31,NA,"both","no"
"1751",361,17,7,"other","no","yes",30,"yes","no","public","yes","yes",13,"no","yes",4,8,"8",34,87,"both","yes"
"1752",283,7,19,"other","no","yes",32,"no","no","none","no","yes",7,"no","yes",9.9399995803833,4,"9",28,NA,"both","no"
"1753",415,12,16,"other","no","yes",34,"no","no","none","no","yes",12,"no","yes",9.9399995803833,18,"4",37,NA,"singlemom","no"
"1754",522,16,5,"other","no","yes",27,"no","no","none","yes","yes",11,"no","yes",8,11,"8",38,101,"both","yes"
"1755",706,12,15,"other","no","yes",33,"no","no","none","no","yes",12,"no","yes",11,11,"7",33,90,"both","yes"
"1756",409,16,4,"other","no","yes",26,"no","no","none","yes","yes",11,"no","yes",10,11,"7",41,104,"both","yes"
"1757",416,12,6,"other","no","yes",24,"no","no","none","no","yes",9,"no","yes",7,12,"6",39,105,"both","yes"
"1758",786,12,12,"other","yes","no",30,"no","no","none","no","no",12,"no","yes",9.9399995803833,8,"9",27,100,"both","yes"
"1759",577,16,5,"other","no","yes",27,"no","no","none","no","yes",12,"yes","yes",12,16,"2",40,111,"both","yes"
"1760",478,16,2,"other","no","yes",24,"no","no","none","no","yes",8,"no","yes",16,12,"2",39,95,"both","yes"
"1761",625,17,4,"other","yes","yes",27,"no","no","none","no","no",12,"yes","yes",13,16,"1",44,125,"both","yes"
"1762",505,17,1,"other","no","yes",24,"no","no","none","no","no",9,"no","yes",12,16,"2",35,95,"both","yes"
"1763",287,12,14,"other","no","yes",32,"no","no","none","no","yes",12,"no","yes",1,8,"8",37,NA,"both","yes"
"1764",500,12,6,"other","yes","yes",24,"no","no","none","no","yes",9,"no","yes",6,8,"8",24,NA,"both","yes"
"1765",500,8,13,"other","yes","yes",27,"no","no","none","no","no",8,"no","yes",7,8,"8",34,NA,"both","no"
"1766",350,12,9,"other","no","yes",27,"no","no","none","no","yes",12,"no","yes",7,12,"6",22,NA,"both","yes"
