"id","firmbr","firm","brand","city","year","quarter","share","price","sugar","mushy","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20"
100913880,1009,1,9,13,88,2,"0,0051","0,117","3,000","0,000","-0,080","0,060","-0,421","-0,043","-0,262","-0,032","2,742","0,230","-0,488","-0,483","-2,714","-0,057","0,020","0,086","0,135","0,111","0,056","0,093","0,092","0,083"
101113880,1011,1,11,13,88,2,"0,0155","0,172","12,000","0,000","-0,124","0,068","0,678","0,108","-0,229","-0,070","-3,851","0,212","-1,167","-0,512","-5,986","-0,028","0,029","0,146","0,224","0,205","0,219","0,129","0,110","0,140"
101313880,1013,1,13,13,88,2,"0,0141","0,142","14,000","0,000","-0,168","0,075","-2,414","0,126","-0,197","-0,035","-3,712","0,132","-0,537","-0,522","-7,158","-0,026","0,028","0,122","0,029","0,179","0,093","0,111","0,139","0,102"
101713880,1017,1,17,13,88,2,"0,0291","0,120","3,000","1,000","-0,084","0,060","-0,230","-0,619","-0,258","-0,033","2,409","-0,598","-0,508","-0,542","-1,893","-0,654","0,023","0,078","0,072","0,128","0,097","0,072","0,078","0,080"
103013880,1030,1,30,13,88,2,"0,0304","0,100","4,000","0,000","-0,089","0,058","0,139","-0,008","-0,261","-0,018","1,667","0,202","-0,236","-0,482","-2,824","-0,057","0,020","0,078","0,041","0,031","0,019","0,060","0,081","0,059"
104513880,1045,1,45,13,88,2,"0,0035","0,149","14,000","0,000","-0,162","0,076","-2,364","0,134","-0,201","-0,041","-3,893","0,146","-0,634","-0,522","-7,160","-0,025","0,029","0,148","0,136","0,101","0,128","0,114","0,149","0,106"
200513880,2005,2,5,13,88,2,"0,0357","0,098","1,000","0,000","-0,076","0,060","-1,695","-0,050","-0,263","-0,015","4,417","0,226","-0,193","-0,479","-2,537","-0,064","0,020","0,075","0,000","0,031","0,015","0,072","0,075","0,057"
200813880,2008,2,8,13,88,2,"0,0333","0,111","11,000","0,000","-0,162","0,058","1,381","0,110","-0,215","-0,022","-2,468","0,115","-0,301","-0,509","-5,157","-0,027","0,022","0,076","0,165","0,087","0,091","0,088","0,063","0,063"
201513880,2015,2,15,13,88,2,"0,0017","0,103","4,000","1,000","-0,099","0,062","0,255","-0,710","-0,256","-0,021","1,371","-0,527","-0,294","-0,559","-2,377","-0,660","0,020","0,078","0,111","0,047","0,094","0,078","0,092","0,064"
201613880,2016,2,16,13,88,2,"0,0295","0,114","3,000","1,000","-0,086","0,061","-0,267","-0,636","-0,258","-0,029","2,331","-0,583","-0,431","-0,545","-1,869","-0,653","0,022","0,097","0,128","0,068","0,118","0,082","0,124","0,077"
201913880,2019,2,19,13,88,2,"0,0135","0,133","13,000","0,000","-0,165","0,069","-0,745","0,123","-0,203","-0,031","-3,292","0,126","-0,463","-0,519","-6,462","-0,026","0,026","0,089","0,106","0,094","0,108","0,097","0,125","0,104"
202613880,2026,2,26,13,88,2,"0,0125","0,151","13,000","0,000","-0,148","0,072","-0,575","0,134","-0,213","-0,046","-3,699","0,163","-0,722","-0,518","-6,470","-0,026","0,028","0,115","0,099","0,161","0,073","0,122","0,095","0,124"
202813880,2028,2,28,13,88,2,"0,0258","0,147","16,000","1,000","-0,165","0,080","-5,651","-0,701","-0,188","-0,034","-4,040","-0,354","-0,514","-0,566","-9,645","-0,665","0,031","0,131","0,139","0,217","0,150","0,107","0,087","0,118"
204013880,2040,2,40,13,88,2,"0,0127","0,131","10,000","0,000","-0,127","0,062","2,177","0,094","-0,235","-0,037","-2,358","0,167","-0,570","-0,504","-4,585","-0,033","0,023","0,091","0,015","0,126","0,089","0,087","0,105","0,104"
204813880,2048,2,48,13,88,2,"0,0062","0,138","3,000","0,000","-0,080","0,057","-0,339","-0,063","-0,260","-0,051","2,932","0,250","-0,839","-0,485","-2,649","-0,052","0,020","0,105","-0,037","0,030","0,128","0,100","0,065","0,108"
300613880,3006,3,6,13,88,2,"0,0008","0,156","20,000","1,000","-0,202","0,099","-13,734","-0,489","-0,149","-0,030","-4,653","-0,267","-0,430","-0,556","-11,682","-0,633","0,033","0,116","0,090","0,065","0,138","0,118","0,110","0,118"
301413880,3014,3,14,13,88,2,"0,0102","0,132","7,000","0,000","-0,096","0,060","1,695","0,016","-0,254","-0,043","-0,624","0,210","-0,685","-0,491","-3,519","-0,046","0,021","0,107","0,135","0,061","0,149","0,084","0,145","0,099"
400213880,4002,4,2,13,88,2,"0,0104","0,149","14,000","0,000","-0,161","0,076","-2,363","0,134","-0,201","-0,041","-3,898","0,146","-0,636","-0,522","-7,160","-0,025","0,029","0,122","0,095","0,050","0,178","0,108","0,130","0,115"
401013880,4010,4,10,13,88,2,"0,0008","0,113","6,000","0,000","-0,097","0,059","1,304","0,018","-0,257","-0,027","0,115","0,195","-0,410","-0,488","-3,156","-0,049","0,020","0,079","0,048","0,162","0,092","0,076","0,117","0,082"
401213880,4012,4,12,13,88,2,"0,0512","0,105","12,000","0,000","-0,185","0,056","0,131","0,100","-0,196","-0,017","-2,605","0,089","-0,227","-0,514","-5,854","-0,025","0,021","0,070","0,037","0,031","0,086","0,076","0,073","0,079"
601813880,6018,6,18,13,88,2,"0,0367","0,101","0,000","0,000","-0,075","0,061","-2,230","-0,064","-0,263","-0,018","5,442","0,235","-0,232","-0,479","-2,352","-0,064","0,020","0,045","0,084","0,017","0,075","0,067","0,042","0,072"
100414880,1004,1,4,14,88,2,"0,0043","0,092","2,000","1,000","-0,626","0,039","-0,484","-0,631","-0,273","-0,009","2,937","-0,594","-0,081","-0,216","1,788","-0,697","-0,003","0,073","-0,100","0,041","0,019","0,065","0,044","0,052"
100614880,1006,1,6,14,88,2,"0,0218","0,083","18,000","1,000","-0,365","0,038","-5,980","-0,706","-0,153","-0,011","-3,119","-0,213","-0,147","-0,419","-10,596","-0,766","0,000","0,054","0,026","0,058","0,018","0,033","0,073","0,038"
100714880,1007,1,7,14,88,2,"0,0197","0,091","4,000","1,000","-0,606","0,040","0,825","-0,619","-0,265","-0,010","1,314","-0,543","-0,098","-0,233","0,403","-0,707","-0,003","0,061","-0,011","0,060","0,026","0,050","0,073","0,054"
100914880,1009,1,9,14,88,2,"0,0210","0,113","3,000","0,000","-0,669","0,047","0,271","-0,017","-0,283","-0,026","2,108","0,140","-0,385","-0,175","0,600","0,003","0,001","0,085","0,017","0,063","0,040","0,077","0,058","0,079"
101114880,1011,1,11,14,88,2,"0,0245","0,194","12,000","0,000","-0,605","0,013","-0,600","-0,084","-0,250","-0,074","-3,368","0,132","-1,225","-0,203","-3,249","0,021","0,014","0,165","0,147","0,114","0,212","0,152","0,194","0,159"
101314880,1013,1,13,14,88,2,"0,0131","0,147","14,000","0,000","-0,593","0,024","-2,711","-0,073","-0,232","-0,040","-3,724","0,096","-0,611","-0,201","-4,433","0,012","0,002","0,108","0,123","0,153","0,175","0,102","0,090","0,115"
101714880,1017,1,17,14,88,2,"0,0228","0,100","3,000","1,000","-0,620","0,042","0,174","-0,650","-0,270","-0,015","2,155","-0,584","-0,185","-0,220","1,095","-0,704","-0,002","0,055","0,085","0,084","0,027","0,034","0,087","0,070"
103014880,1030,1,30,14,88,2,"0,0042","0,124","4,000","0,000","-0,663","0,049","0,956","-0,014","-0,280","-0,034","1,414","0,141","-0,522","-0,177","0,302","0,004","0,003","0,097","0,061","0,094","0,135","0,089","0,161","0,081"
104514880,1045,1,45,14,88,2,"0,0059","0,102","14,000","0,000","-0,592","0,036","-2,733","-0,022","-0,219","-0,019","-3,325","0,065","-0,256","-0,194","-4,185","-0,001","-0,006","0,070","0,105","0,057","0,005","0,057","-0,019","0,062"
200514880,2005,2,5,14,88,2,"0,0872","0,112","1,000","0,000","-0,674","0,048","-1,508","-0,011","-0,288","-0,026","3,602","0,146","-0,380","-0,176","1,185","0,002","0,001","0,072","0,092","0,148","0,066","0,073","0,040","0,083"
200814880,2008,2,8,14,88,2,"0,0053","0,114","11,000","0,000","-0,617","0,036","0,111","-0,050","-0,237","-0,024","-2,388","0,092","-0,349","-0,182","-2,419","0,006","-0,004","0,096","0,059","0,093","0,009","0,070","0,114","0,069"
201514880,2015,2,15,14,88,2,"0,0020","0,111","4,000","1,000","-0,615","0,045","0,686","-0,673","-0,267","-0,023","1,411","-0,578","-0,335","-0,224","0,399","-0,711","0,001","0,087","0,096","0,003","0,023","0,080","0,075","0,084"
201614880,2016,2,16,14,88,2,"0,0119","0,134","3,000","1,000","-0,628","0,049","-0,093","-0,753","-0,273","-0,042","2,260","-0,645","-0,663","-0,211","1,053","-0,707","0,006","0,117","0,129","0,035","0,137","0,102","0,170","0,105"
201914880,2019,2,19,14,88,2,"0,0653","0,120","13,000","0,000","-0,601","0,033","-1,742","-0,049","-0,229","-0,026","-3,151","0,083","-0,383","-0,192","-3,639","0,005","-0,003","0,082","0,030","0,045","0,118","0,076","0,149","0,082"
202614880,2026,2,26,14,88,2,"0,0051","0,153","13,000","0,000","-0,599","0,024","-1,659","-0,078","-0,237","-0,044","-3,400","0,105","-0,686","-0,199","-3,780","0,014","0,004","0,118","0,200","0,129","0,134","0,120","0,115","0,123"
202814880,2028,2,28,14,88,2,"0,0584","0,169","16,000","1,000","-0,523","0,031","-5,108","-0,545","-0,229","-0,049","-4,527","-0,381","-0,767","-0,301","-8,210","-0,773","0,015","0,125","0,175","0,201","0,092","0,125","0,090","0,133"
204014880,2040,2,40,14,88,2,"0,0014","0,150","10,000","0,000","-0,621","0,033","1,009","-0,059","-0,252","-0,046","-2,133","0,120","-0,731","-0,190","-1,961","0,013","0,005","0,127","0,196","0,150","0,147","0,102","0,106","0,111"
204814880,2048,2,48,14,88,2,"0,0040","0,127","3,000","0,000","-0,667","0,050","0,203","-0,007","-0,283","-0,037","2,125","0,146","-0,572","-0,178","0,581","0,004","0,004","0,100","0,120","0,096","0,080","0,104","-0,014","0,087"
300614880,3006,3,6,14,88,2,"0,0178","0,125","20,000","1,000","-0,429","0,046","-7,849","-0,672","-0,187","-0,025","-4,481","-0,268","-0,352","-0,380","-11,717","-0,763","0,008","0,088","0,121","0,033","0,056","0,100","0,089","0,086"
301414880,3014,3,14,14,88,2,"0,0028","0,175","7,000","0,000","-0,642","0,042","1,695","-0,011","-0,271","-0,072","-0,790","0,148","-1,195","-0,188","-0,833","0,010","0,013","0,131","0,138","0,225","0,102","0,167","0,121","0,152"
400214880,4002,4,2,14,88,2,"0,0144","0,158","14,000","0,000","-0,593","0,020","-2,710","-0,083","-0,235","-0,046","-3,825","0,103","-0,723","-0,204","-4,493","0,015","0,004","0,127","0,212","0,111","0,125","0,133","0,071","0,119"
401014880,4010,4,10,14,88,2,"0,0246","0,097","6,000","0,000","-0,658","0,042","2,065","-0,038","-0,267","-0,016","0,105","0,119","-0,207","-0,170","-0,220","0,003","-0,004","0,065","0,092","0,076","0,127","0,059","0,065","0,059"
401214880,4012,4,12,14,88,2,"0,0124","0,107","12,000","0,000","-0,609","0,036","-0,842","-0,040","-0,229","-0,021","-2,722","0,080","-0,288","-0,184","-2,979","0,003","-0,005","0,093","0,104","0,089","0,108","0,079","0,014","0,068"
601814880,6018,6,18,14,88,2,"0,0752","0,131","0,000","0,000","-0,672","0,053","-2,301","0,005","-0,288","-0,041","4,576","0,158","-0,649","-0,178","1,588","0,002","0,005","0,088","0,056","0,094","0,142","0,106","0,119","0,086"
100415880,1004,1,4,15,88,2,"0,0056","0,087","2,000","1,000","-0,222","0,011","-4,125","-0,890","-0,233","0,004","5,622","-0,704","0,166","-0,120","4,321","-0,738","0,001","0,078","-0,042","0,040","0,047","0,044","0,018","0,073"
100615880,1006,1,6,15,88,2,"0,1234","0,132","18,000","1,000","-0,370","0,032","-1,780","-0,562","-0,144","-0,021","-3,185","-0,207","-0,282","-0,261","-7,046","-0,584","0,015","0,103","0,125","0,108","0,072","0,075","0,138","0,091"
100715880,1007,1,7,15,88,2,"0,0273","0,102","4,000","1,000","-0,237","0,011","-2,439","-0,902","-0,231","-0,010","3,823","-0,687","-0,077","-0,126","2,740","-0,735","0,005","0,069","0,066","0,034","0,083","0,092","0,030","0,059"
100915880,1009,1,9,15,88,2,"0,0225","0,086","3,000","0,000","-0,214","0,016","-0,061","-0,270","-0,218","0,019","6,125","0,314","0,474","0,128","2,810","-0,177","-0,005","0,034","0,044","0,002","0,086","0,051","0,129","0,053"
101115880,1011,1,11,15,88,2,"0,0111","0,169","12,000","0,000","-0,289","0,001","0,336","-0,216","-0,206","-0,072","-4,244","0,279","-1,234","0,064","-0,720","-0,206","0,014","0,129","0,098","0,178","0,085","0,130","0,175","0,145"
101315880,1013,1,13,15,88,2,"0,0020","0,131","14,000","0,000","-0,346","0,008","-0,027","-0,114","-0,185","-0,027","-3,114","0,118","-0,390","0,066","-0,646","-0,213","0,007","0,111","0,137","0,061","0,132","0,085","0,127","0,088"
101715880,1017,1,17,15,88,2,"0,0028","0,166","3,000","1,000","-0,255","-0,002","-0,188","-0,477","-0,217","-0,085","7,282","-1,044","-1,487","0,018","3,374","-0,684","0,016","0,127","0,059","0,119","0,154","0,139","0,091","0,136"
103015880,1030,1,30,15,88,2,"0,0090","0,121","4,000","0,000","-0,242","0,005","0,162","-0,339","-0,215","-0,023","5,612","0,364","-0,314","0,078","2,654","-0,195","0,003","0,102","-0,003","0,092","0,074","0,088","0,029","0,096"
104515880,1045,1,45,15,88,2,"0,0091","0,136","14,000","0,000","-0,344","0,008","-0,025","-0,116","-0,186","-0,029","-3,222","0,125","-0,433","0,064","-0,696","-0,214","0,008","0,106","0,143","0,118","0,098","0,106","0,145","0,094"
200515880,2005,2,5,15,88,2,"0,0011","0,164","1,000","0,000","-0,254","-0,010","0,014","-0,389","-0,214","-0,087","10,573","0,399","-1,526","0,051","4,126","-0,207","0,014","0,161","0,091","0,124","0,130","0,151","0,107","0,125"
200815880,2008,2,8,15,88,2,"0,0063","0,088","11,000","0,000","-0,321","0,002","2,103","-0,083","-0,187","-0,010","-1,834","0,107","-0,106","0,119","0,060","-0,183","-0,002","0,051","0,067","-0,003","0,042","0,065","0,004","0,050"
201515880,2015,2,15,15,88,2,"0,0013","0,128","4,000","1,000","-0,248","0,009","-1,604","-0,726","-0,226","-0,031","4,692","-0,835","-0,468","-0,063","2,819","-0,713","0,009","0,099","0,117","0,059","0,103","0,112","0,077","0,102"
201615880,2016,2,16,15,88,2,"0,0184","0,139","3,000","1,000","-0,250","0,005","-1,215","-0,588","-0,222","-0,045","6,541","-0,942","-0,730","-0,020","3,440","-0,697","0,010","0,112","0,041","0,080","0,094","0,117","0,126","0,100"
201915880,2019,2,19,15,88,2,"0,0887","0,114","13,000","0,000","-0,341","0,005","0,781","-0,104","-0,184","-0,020","-2,632","0,112","-0,272","0,083","-0,391","-0,203","0,003","0,079","0,089","0,176","0,028","0,057","0,109","0,076"
202615880,2026,2,26,15,88,2,"0,0031","0,165","13,000","0,000","-0,310","0,006","0,278","-0,170","-0,200","-0,058","-4,295","0,220","-0,959","0,062","-0,900","-0,212","0,013","0,146","0,152","0,153","0,129","0,116","0,126","0,132"
202815880,2028,2,28,15,88,2,"0,0071","0,208","16,000","1,000","-0,320","0,037","1,052","-0,680","-0,201","-0,079","-5,212","-0,502","-1,310","-0,124","-4,912","-0,571","0,030","0,175","0,114","0,201","0,187","0,186","0,177","0,169"
204015880,2040,2,40,15,88,2,"0,0087","0,124","10,000","0,000","-0,286","0,003","1,958","-0,136","-0,203","-0,025","-1,833","0,200","-0,366","0,107","0,080","-0,188","0,003","0,082","0,025","0,135","0,064","0,095","0,104","0,096"
204815880,2048,2,48,15,88,2,"0,0025","0,131","3,000","0,000","-0,247","0,001","-0,046","-0,370","-0,215","-0,036","7,306","0,381","-0,571","0,064","3,153","-0,202","0,006","0,099","0,187","0,067","0,036","0,111","0,163","0,101"
300615880,3006,3,6,15,88,2,"0,0050","0,118","20,000","1,000","-0,387","0,021","-6,127","-0,598","-0,079","-0,015","-1,553","-0,127","-0,194","-0,297","-9,206","-0,604","0,013","0,086","0,003","0,022","0,087","0,082","0,102","0,085"
301415880,3014,3,14,15,88,2,"0,0052","0,135","7,000","0,000","-0,249","0,000","0,792","-0,287","-0,214","-0,041","1,325","0,339","-0,650","0,084","1,320","-0,191","0,006","0,100","0,132","0,067","0,065","0,122","0,068","0,103"
400215880,4002,4,2,15,88,2,"0,0086","0,186","14,000","0,000","-0,306","0,006","-0,708","-0,198","-0,201","-0,083","-5,739","0,254","-1,426","0,050","-1,329","-0,217","0,019","0,155","0,100","0,154","0,168","0,153","0,225","0,146"
401015880,4010,4,10,15,88,2,"0,0109","0,092","6,000","0,000","-0,225","0,009","1,605","-0,158","-0,214","0,004","1,746","0,242","0,174","0,155","1,499","-0,164","-0,004","0,069","0,102","0,136","0,053","0,051","0,061","0,051"
401215880,4012,4,12,15,88,2,"0,0298","0,114","12,000","0,000","-0,327","0,004","1,483","-0,100","-0,189","-0,020","-2,401","0,125","-0,272","0,094","-0,278","-0,198","0,002","0,064","0,036","0,009","0,011","0,082","0,086","0,082"
601815880,6018,6,18,15,88,2,"0,0094","0,137","0,000","0,000","-0,252","-0,001","-0,545","-0,398","-0,214","-0,046","11,868","0,391","-0,758","0,054","4,503","-0,207","0,008","0,122","0,112","0,124","0,080","0,126","0,025","0,100"
100416880,1004,1,4,16,88,2,"0,0128","0,098","2,000","1,000","0,806","0,055","2,353","-0,320","-0,299","-0,020","4,391","-0,604","-0,283","-0,054","0,823","-0,306","-0,002","0,089","0,142","-0,001","0,054","0,062","0,088","0,072"
100616880,1006,1,6,16,88,2,"0,1326","0,105","18,000","1,000","0,406","0,068","-1,030","-0,240","-0,101","-0,011","-2,286","-0,116","-0,126","-0,241","-6,010","-0,408","0,010","0,050","0,078","0,018","0,075","0,070","0,030","0,058"
100716880,1007,1,7,16,88,2,"0,0327","0,111","4,000","1,000","0,793","0,054","2,902","-0,365","-0,294","-0,032","2,605","-0,582","-0,502","-0,060","0,088","-0,306","0,001","0,071","0,108","0,079","0,059","0,080","0,064","0,076"
100916880,1009,1,9,16,88,2,"0,0236","0,079","3,000","0,000","0,846","0,054","2,797","-0,130","-0,311","-0,004","3,094","0,332","0,015","0,051","-0,185","-0,003","-0,007","0,027","0,080","0,087","0,032","0,036","0,063","0,055"
101116880,1011,1,11,16,88,2,"0,0098","0,152","12,000","0,000","0,764","0,040","2,783","0,001","-0,287","-0,068","-4,230","0,321","-1,149","0,008","-1,310","-0,042","-0,010","0,117","0,022","0,054","0,110","0,118","0,148","0,118"
101316880,1013,1,13,16,88,2,"0,0401","0,111","14,000","0,000","0,655","0,048","2,691","-0,010","-0,256","-0,029","-4,172","0,199","-0,449","-0,025","-0,993","-0,044","-0,001","0,060","0,140","0,064","0,073","0,064","0,052","0,086"
101716880,1017,1,17,16,88,2,"0,0153","0,141","3,000","1,000","0,790","0,045","3,256","-0,221","-0,294","-0,064","4,017","-0,689","-1,086","-0,036","0,461","-0,330","0,003","0,116","0,146","0,125","0,148","0,102","0,088","0,108"
103016880,1030,1,30,16,88,2,"0,0035","0,119","4,000","0,000","0,817","0,048","3,565","-0,208","-0,302","-0,041","2,596","0,407","-0,660","0,022","-0,255","0,011","-0,005","0,077","0,057","0,010","0,103","0,090","-0,004","0,098"
104516880,1045,1,45,16,88,2,"0,0049","0,145","14,000","0,000","0,716","0,041","2,136","0,028","-0,274","-0,056","-5,057","0,271","-0,929","-0,008","-1,047","-0,060","-0,008","0,099","0,101","0,083","0,155","0,115","0,090","0,117"
200516880,2005,2,5,16,88,2,"0,0697","0,135","1,000","0,000","0,807","0,041","2,545","-0,352","-0,299","-0,061","6,516","0,489","-1,033","0,003","0,809","0,019","-0,001","0,091","0,125","0,073","0,095","0,115","0,137","0,099"
200816880,2008,2,8,16,88,2,"0,0293","0,097","11,000","0,000","0,750","0,050","3,840","0,025","-0,284","-0,023","-2,831","0,224","-0,338","0,023","-0,465","-0,034","-0,003","0,065","0,064","0,005","0,078","0,064","0,139","0,055"
201516880,2015,2,15,16,88,2,"0,0186","0,064","4,000","1,000","0,803","0,045","2,171","-0,472","-0,298","-0,001","1,930","-0,466","0,038","-0,091","0,275","-0,291","-0,003","0,019","0,053","0,137","0,015","0,020","-0,016","0,031"
201616880,2016,2,16,16,88,2,"0,0666","0,130","3,000","1,000","0,792","0,049","3,115","-0,256","-0,294","-0,052","3,894","-0,663","-0,862","-0,041","0,451","-0,323","0,002","0,098","0,085","0,065","0,099","0,099","0,043","0,096"
201916880,2019,2,19,16,88,2,"0,0202","0,095","13,000","0,000","0,665","0,051","3,285","-0,009","-0,259","-0,020","-3,564","0,186","-0,301","-0,016","-0,795","-0,034","-0,001","0,050","0,104","0,022","0,142","0,046","0,012","0,056"
202616880,2026,2,26,16,88,2,"0,0020","0,149","13,000","0,000","0,745","0,041","2,471","0,022","-0,281","-0,062","-4,709","0,297","-1,048","0,002","-1,156","-0,053","-0,010","0,117","0,073","0,089","0,107","0,119","0,193","0,112"
202816880,2028,2,28,16,88,2,"0,0162","0,155","16,000","1,000","0,626","0,067","1,224","-0,483","-0,234","-0,052","-4,883","-0,369","-0,855","-0,127","-3,664","-0,288","0,008","0,131","0,118","0,169","0,117","0,134","0,136","0,111"
204016880,2040,2,40,16,88,2,"0,0043","0,142","10,000","0,000","0,788","0,043","3,495","-0,035","-0,293","-0,060","-2,766","0,333","-1,010","0,019","-1,204","-0,024","-0,008","0,096","0,067","0,155","0,127","0,110","0,101","0,104"
204816880,2048,2,48,16,88,2,"0,0035","0,113","3,000","0,000","0,819","0,050","3,259","-0,233","-0,303","-0,034","3,687","0,417","-0,541","0,021","-0,001","0,012","-0,006","0,076","-0,023","0,063","0,053","0,087","0,111","0,079"
300616880,3006,3,6,16,88,2,"0,0178","0,137","20,000","1,000","0,405","0,078","-2,776","-0,230","-0,106","-0,013","-2,585","-0,124","-0,149","-0,229","-6,560","-0,392","0,015","0,101","0,172","0,059","0,065","0,105","0,138","0,099"
301416880,3014,3,14,16,88,2,"0,0130","0,155","7,000","0,000","0,799","0,037","3,978","-0,184","-0,297","-0,080","-0,448","0,417","-1,388","0,010","-1,073","0,016","-0,004","0,133","0,044","0,180","0,132","0,135","0,142","0,111"
400216880,4002,4,2,16,88,2,"0,0176","0,128","14,000","0,000","0,689","0,045","2,472","0,015","-0,266","-0,041","-4,599","0,235","-0,662","-0,014","-0,944","-0,054","-0,004","0,075","0,121","0,110","0,066","0,109","0,117","0,093"
401016880,4010,4,10,16,88,2,"0,0074","0,103","6,000","0,000","0,826","0,050","3,715","-0,083","-0,306","-0,026","0,503","0,325","-0,401","0,043","-0,568","-0,008","-0,006","0,050","-0,005","0,172","0,043","0,082","0,026","0,073"
401216880,4012,4,12,16,88,2,"0,0212","0,077","12,000","0,000","0,677","0,051","3,730","-0,007","-0,262","-0,012","-3,009","0,171","-0,163","-0,006","-0,579","-0,026","0,000","0,049","0,051","0,090","0,045","0,026","-0,017","0,043"
601816880,6018,6,18,16,88,2,"0,0221","0,110","0,000","0,000","0,813","0,054","1,903","-0,333","-0,301","-0,029","7,580","0,472","-0,441","0,009","0,946","0,013","-0,006","0,094","0,048","0,073","0,134","0,074","0,076","0,074"
100418880,1004,1,4,18,88,2,"0,0123","0,075","2,000","1,000","0,131","0,010","2,423","0,282","-0,103","0,020","3,945","-0,441","0,457","-0,519","-1,791","-0,546","0,011","0,056","0,067","0,154","0,014","0,033","0,046","0,046"
100618880,1006,1,6,18,88,2,"0,0538","0,116","18,000","1,000","0,207","0,015","0,926","-0,076","-0,053","-0,006","-1,753","-0,088","-0,019","-0,484","-7,692","-0,377","0,023","0,064","0,132","0,082","0,064","0,069","0,076","0,087"
100718880,1007,1,7,18,88,2,"0,0525","0,105","4,000","1,000","0,133","0,018","3,909","0,310","-0,103","-0,003","2,331","-0,458","0,031","-0,517","-2,782","-0,552","0,018","0,061","0,146","0,137","0,083","0,077","0,102","0,079"
100918880,1009,1,9,18,88,2,"0,0054","0,098","3,000","0,000","0,124","0,020","3,303","0,124","-0,103","0,004","3,453","0,434","0,164","-0,504","-2,596","-0,095","0,016","0,069","0,105","0,064","0,062","0,055","0,097","0,072"
101118880,1011,1,11,18,88,2,"0,0951","0,147","12,000","0,000","0,138","0,016","3,684","0,009","-0,098","-0,025","-1,629","0,221","-0,341","-0,494","-5,938","-0,139","0,024","0,095","0,115","0,076","0,116","0,099","0,096","0,120"
101318880,1013,1,13,18,88,2,"0,0124","0,096","14,000","0,000","0,159","0,015","2,845","0,068","-0,080","-0,002","-1,675","0,153","0,054","-0,474","-6,335","-0,145","0,021","0,063","0,129","0,088","0,026","0,072","0,059","0,052"
101718880,1017,1,17,18,88,2,"0,0507","0,103","3,000","1,000","0,131","0,018","3,193","0,292","-0,104","-0,002","3,262","-0,527","0,058","-0,515","-2,340","-0,566","0,017","0,057","0,035","0,024","0,045","0,086","0,105","0,072"
103018880,1030,1,30,18,88,2,"0,0062","0,114","4,000","0,000","0,125","0,022","3,779","0,114","-0,103","-0,013","2,380","0,445","-0,143","-0,504","-3,100","-0,091","0,019","0,080","-0,008","0,055","0,079","0,104","0,063","0,084"
104518880,1045,1,45,18,88,2,"0,0099","0,119","14,000","0,000","0,154","0,018","2,878","0,057","-0,088","-0,010","-1,906","0,172","-0,080","-0,482","-6,411","-0,151","0,021","0,091","0,056","0,136","0,071","0,078","0,099","0,082"
200518880,2005,2,5,18,88,2,"0,1243","0,098","1,000","0,000","0,126","0,019","1,645","0,171","-0,104","0,006","6,019","0,538","0,202","-0,507","-1,481","-0,075","0,016","0,071","-0,074","-0,027","0,050","0,060","0,074","0,059"
200818880,2008,2,8,18,88,2,"0,0024","0,119","11,000","0,000","0,140","0,018","3,901","0,006","-0,096","-0,011","-0,983","0,207","-0,095","-0,492","-5,574","-0,133","0,021","0,098","0,058","0,096","0,064","0,084","0,101","0,088"
201518880,2015,2,15,18,88,2,"0,0022","0,108","4,000","1,000","0,133","0,019","3,893","0,309","-0,103","-0,006","2,328","-0,480","-0,024","-0,516","-2,802","-0,557","0,019","0,082","0,061","0,071","0,043","0,087","0,146","0,081"
201618880,2016,2,16,18,88,2,"0,0082","0,119","3,000","1,000","0,130","0,024","3,069","0,289","-0,104","-0,018","3,327","-0,642","-0,249","-0,512","-2,413","-0,600","0,021","0,085","0,072","0,101","0,120","0,093","0,061","0,085"
201918880,2019,2,19,18,88,2,"0,0024","0,132","13,000","0,000","0,146","0,018","3,310","0,030","-0,094","-0,016","-1,748","0,193","-0,181","-0,489","-6,192","-0,145","0,022","0,089","0,018","0,058","0,086","0,101","0,115","0,093"
202618880,2026,2,26,18,88,2,"0,0188","0,133","13,000","0,000","0,146","0,018","3,312","0,029","-0,094","-0,016","-1,757","0,194","-0,189","-0,489","-6,193","-0,145","0,022","0,100","0,241","0,046","0,075","0,096","0,021","0,107"
202818880,2028,2,28,18,88,2,"0,0094","0,179","16,000","1,000","0,170","0,030","1,982","0,092","-0,088","-0,031","-2,510","-0,187","-0,422","-0,500","-7,452","-0,416","0,020","0,147","0,140","0,217","0,093","0,136","0,169","0,148"
204018880,2040,2,40,18,88,2,"0,0048","0,110","10,000","0,000","0,138","0,019","4,104","-0,001","-0,097","-0,006","-0,549","0,212","-0,023","-0,493","-5,229","-0,127","0,020","0,092","0,023","0,092","0,087","0,083","0,123","0,067"
204818880,2048,2,48,18,88,2,"0,0040","0,126","3,000","0,000","0,126","0,027","3,046","0,153","-0,103","-0,031","3,379","0,557","-0,506","-0,506","-2,624","-0,064","0,022","0,082","0,146","0,070","0,090","0,085","0,081","0,103"
300618880,3006,3,6,18,88,2,"0,0063","0,125","20,000","1,000","0,212","0,018","-0,415","-0,141","-0,043","-0,007","-1,818","-0,068","-0,020","-0,476","-7,736","-0,344","0,022","0,092","0,153","0,135","0,072","0,090","0,150","0,090"
